"customer_id","last_purchase_date","frequency","monetary_value"
14452,"2010-11-09","2","401.15"
14454,"2010-11-28","6","970.70"
14455,"2010-10-03","5","594.86"
14458,"2010-11-24","1","237.42"
14459,"2010-06-24","2","3501.22"
14460,"2010-11-08","8","536.26"
14461,"2010-11-22","11","4594.54"
14462,"2010-10-03","1","265.99"
14463,"2010-07-28","1","256.95"
14464,"2010-05-20","2","111.00"
14465,"2010-10-07","8","2887.41"
14466,"2010-12-02","7","2374.50"
14467,"2010-11-15","8","1622.23"
14468,"2009-12-06","1","204.24"
14469,"2010-10-19","4","2112.21"
14470,"2010-10-05","1","250.85"
14471,"2010-04-27","2","400.95"
14472,"2010-01-19","1","291.38"
14474,"2010-05-09","1","730.42"
14475,"2010-10-27","1","225.30"
14477,"2010-09-29","5","652.80"
14478,"2010-11-22","4","1276.66"
14479,"2010-12-09","3","982.86"
14480,"2010-11-02","4","1016.22"
14481,"2010-10-28","4","1298.81"
14482,"2010-11-25","8","2124.10"
14483,"2009-12-03","1","120.00"
14484,"2010-11-03","3","749.06"
14486,"2010-07-16","2","175.50"
14487,"2010-12-06","3","244.53"
14489,"2010-09-28","3","1111.55"
14490,"2010-10-29","2","1273.47"
14491,"2010-12-02","1","127.20"
14492,"2010-10-05","10","1574.36"
14493,"2010-11-14","7","2673.21"
14494,"2010-11-03","2","261.90"
14495,"2010-03-02","2","42.50"
14496,"2010-12-01","9","2107.07"
14497,"2010-02-04","1","221.69"
14498,"2010-11-03","5","1953.95"
14499,"2010-11-30","7","1305.30"
14505,"2010-10-31","16","5900.10"
14506,"2010-12-05","3","1278.50"
14507,"2010-11-30","7","1804.31"
14508,"2010-11-28","4","579.67"
14509,"2010-06-23","1","110.95"
14510,"2010-11-29","4","991.98"
14512,"2010-11-21","5","948.19"
14513,"2010-09-29","3","332.42"
14514,"2010-09-29","7","3539.38"
14515,"2010-11-17","9","1616.81"
14516,"2010-07-11","1","163.92"
14519,"2010-01-25","2","206.09"
14521,"2010-08-19","2","167.65"
14522,"2010-04-23","4","784.08"
14524,"2010-10-26","4","1066.03"
14525,"2010-10-07","8","3908.44"
14526,"2010-11-15","1","262.40"
14527,"2010-12-09","108","18063.16"
14530,"2010-11-08","13","3151.24"
14531,"2010-08-17","1","376.34"
14532,"2010-10-24","8","2913.58"
14533,"2010-10-28","6","1372.50"
14534,"2010-11-07","13","1711.07"
14535,"2010-11-09","7","3031.54"
14537,"2010-04-12","2","279.89"
14538,"2010-06-27","3","982.59"
14540,"2010-11-25","9","2789.18"
14541,"2010-10-19","6","1038.03"
14543,"2010-11-24","29","9277.84"
14544,"2010-08-26","1","957.98"
14545,"2010-02-03","1","349.25"
14546,"2010-11-28","11","2514.01"
14548,"2010-08-12","7","1974.69"
14549,"2010-10-15","3","627.31"
14550,"2010-11-16","2","587.69"
14551,"2010-10-26","7","672.36"
14552,"2010-11-24","2","346.21"
14553,"2010-10-24","5","956.77"
14555,"2010-11-23","5","1982.34"
14556,"2010-04-22","3","835.34"
14558,"2010-02-24","5","614.10"
14559,"2010-11-14","1","75.60"
14560,"2010-11-25","22","3876.26"
14562,"2010-11-14","8","1654.63"
14563,"2010-07-18","2","679.44"
14564,"2010-10-08","5","2519.32"
14565,"2010-08-23","1","760.10"
14566,"2010-10-18","3","2660.00"
14568,"2010-10-11","2","909.50"
14569,"2010-09-13","3","371.59"
14570,"2010-09-22","1","395.69"
14571,"2010-10-10","1","161.65"
14572,"2010-10-18","5","2769.59"
14573,"2010-12-02","5","968.00"
14574,"2009-12-07","1","143.70"
14575,"2010-08-08","1","460.71"
14576,"2010-12-02","1","35.40"
14577,"2010-11-10","3","514.54"
14579,"2010-10-03","1","105.56"
14580,"2010-07-09","1","14.85"
14581,"2010-06-13","1","295.20"
14583,"2010-11-21","3","728.48"
14584,"2010-10-14","4","705.65"
14585,"2010-11-22","4","986.22"
14588,"2010-05-10","1","135.39"
14589,"2010-12-03","1","39.75"
14590,"2010-10-11","28","2884.29"
14593,"2010-11-07","15","2997.18"
14594,"2010-12-01","1","255.00"
14595,"2010-09-12","2","423.85"
14596,"2010-03-23","1","229.47"
14597,"2010-11-25","4","1318.39"
14598,"2010-05-19","2","0.00"
14599,"2010-11-14","2","474.54"
14600,"2010-11-11","1","471.84"
14602,"2010-02-21","1","205.36"
14604,"2010-03-16","1","143.86"
14605,"2010-11-30","4","937.16"
14606,"2010-12-08","135","18380.53"
14607,"2010-08-29","10","7404.46"
14608,"2010-11-25","8","1488.29"
14609,"2010-11-16","7","764.64"
14610,"2010-11-09","2","24.35"
14611,"2010-09-26","3","599.38"
14612,"2010-10-20","1","877.70"
14613,"2010-01-28","1","76.32"
14614,"2010-11-18","1","295.13"
14615,"2010-11-10","6","934.26"
14616,"2010-11-19","2","121.70"
14617,"2010-11-02","2","190.47"
14618,"2010-12-08","6","757.08"
14619,"2010-06-16","1","896.80"
14621,"2010-07-21","10","1112.51"
14623,"2010-11-24","6","1161.48"
14624,"2010-10-20","4","588.22"
14625,"2010-12-02","14","3543.05"
14626,"2010-11-09","8","2617.70"
14627,"2010-11-25","2","428.25"
14628,"2010-09-23","3","1326.04"
14630,"2010-08-12","1","338.65"
14631,"2010-11-18","4","1016.19"
14634,"2010-09-28","7","1971.82"
14635,"2010-09-12","1","215.22"
14637,"2010-01-31","1","106.68"
14639,"2010-10-27","3","1994.47"
14640,"2010-10-26","8","1421.88"
14643,"2010-04-01","3","986.08"
14644,"2010-10-21","8","1297.01"
14645,"2010-03-24","2","243.15"
14646,"2010-11-30","87","243853.05"
14647,"2010-07-04","1","276.75"
14648,"2010-11-01","19","4458.21"
14649,"2010-11-23","7","2336.87"
14650,"2010-04-29","1","62.50"
14651,"2010-11-10","7","1379.52"
14653,"2010-07-14","5","1666.99"
14654,"2009-12-01","1","246.86"
14655,"2010-11-25","7","1899.08"
14656,"2010-10-20","3","523.60"
14657,"2010-10-06","2","612.65"
14662,"2010-10-08","3","645.16"
14663,"2010-10-05","2","490.60"
14665,"2010-10-08","2","913.95"
14667,"2010-12-09","36","12489.39"
14668,"2010-09-20","1","111.63"
14669,"2010-03-16","4","1973.94"
14670,"2009-12-07","1","190.47"
14671,"2010-06-08","2","1127.45"
14672,"2010-07-12","2","347.59"
14673,"2010-12-07","3","1674.41"
14674,"2010-07-18","1","173.66"
14675,"2010-11-16","1","462.15"
14676,"2010-11-19","8","5742.25"
14677,"2010-04-26","1","184.91"
14678,"2010-05-17","2","386.44"
14679,"2010-12-03","5","1272.95"
14680,"2010-12-03","65","27869.00"
14681,"2010-11-17","3","376.20"
14682,"2010-10-07","4","1462.81"
14683,"2010-04-30","1","146.56"
14684,"2010-11-14","1","232.27"
14685,"2010-05-12","13","4324.31"
14686,"2010-10-21","6","877.88"
14687,"2010-11-04","2","773.68"
14688,"2010-12-01","8","2082.70"
14690,"2010-11-12","2","422.63"
14692,"2010-11-24","8","1153.54"
14693,"2010-10-10","7","966.96"
14694,"2010-04-01","1","244.31"
14695,"2010-07-08","4","1552.57"
14696,"2010-12-09","3","687.70"
14699,"2010-09-30","3","593.47"
14700,"2010-10-20","2","880.96"
14701,"2010-09-23","6","2012.72"
14702,"2010-12-09","15","3445.08"
14704,"2010-10-11","2","266.66"
14706,"2010-03-31","1","390.69"
14707,"2010-09-30","2","139.20"
14708,"2010-12-06","3","1085.91"
14709,"2010-11-25","13","3955.34"
14710,"2010-11-25","9","1316.46"
14712,"2010-10-17","1","411.00"
14713,"2010-12-09","14","2708.21"
14714,"2010-11-04","6","736.21"
14715,"2010-09-23","4","973.07"
14716,"2010-09-21","1","235.77"
14717,"2009-12-06","2","72.80"
14718,"2010-10-25","1","226.42"
14721,"2010-11-25","1","115.77"
14722,"2010-08-19","2","325.45"
14723,"2010-12-03","7","934.76"
14724,"2010-04-28","1","345.25"
14725,"2010-11-10","4","546.76"
14726,"2010-02-23","1","124.75"
14727,"2010-06-11","3","22.55"
14728,"2010-10-22","1","190.58"
14729,"2010-12-01","3","593.89"
14732,"2010-11-12","14","2761.18"
14733,"2010-12-07","4","6599.06"
14734,"2010-10-19","5","1045.47"
14735,"2010-11-16","25","6102.02"
14736,"2010-08-11","2","401.08"
14737,"2010-11-04","1","2389.62"
14738,"2010-06-30","3","473.70"
14739,"2010-12-07","21","8370.47"
14740,"2010-10-26","9","2645.65"
14741,"2010-12-02","2","497.25"
14742,"2010-09-30","1","579.85"
14743,"2010-04-26","1","50.48"
14744,"2010-12-08","9","2732.49"
14745,"2010-07-26","11","1324.30"
14746,"2010-10-29","4","593.50"
14748,"2010-12-06","12","1360.46"
14749,"2010-08-17","1","310.15"
14750,"2009-12-03","1","112.03"
14751,"2010-01-24","2","126.45"
14753,"2010-09-05","1","306.36"
14754,"2010-10-18","5","908.23"
14755,"2010-11-23","18","4886.07"
14756,"2010-11-30","3","1874.50"
14758,"2010-11-08","3","1380.91"
14761,"2010-09-21","1","192.02"
14762,"2010-03-23","1","117.05"
14763,"2009-12-07","1","-9.95"
14766,"2010-12-09","9","4008.91"
14767,"2010-08-22","1","382.81"
14769,"2010-11-14","11","5055.07"
14770,"2010-08-29","7","2748.47"
14771,"2010-04-13","3","579.92"
14773,"2010-04-30","2","125.70"
14774,"2010-06-29","1","241.45"
14775,"2010-12-02","1","406.56"
14776,"2010-11-18","6","1143.44"
14777,"2010-11-04","2","256.71"
14781,"2010-10-15","1","-530.31"
14783,"2010-02-22","2","305.35"
14784,"2010-11-15","1","159.94"
14786,"2010-06-07","1","90.96"
14787,"2010-08-25","1","110.65"
14788,"2010-04-22","1","476.88"
14790,"2010-11-30","6","1781.56"
14791,"2010-04-12","1","303.63"
14793,"2010-06-22","1","396.91"
14794,"2010-11-11","4","617.04"
14796,"2010-12-08","14","2851.61"
14797,"2010-07-20","1","300.31"
14798,"2010-11-23","6","541.37"
14799,"2009-12-02","1","180.45"
14800,"2010-12-05","8","3179.25"
14802,"2010-10-05","6","-1502.98"
14805,"2010-10-31","3","549.99"
14806,"2010-09-26","1","110.04"
14807,"2010-11-14","2","519.29"
14809,"2010-03-28","2","686.76"
14810,"2010-12-05","3","449.14"
14811,"2010-11-17","1","170.50"
14812,"2010-04-20","1","185.80"
14813,"2010-12-05","4","935.44"
14814,"2010-05-07","1","160.46"
14817,"2010-11-24","7","2778.87"
14818,"2010-09-07","3","512.61"
14819,"2010-08-02","2","198.09"
14820,"2010-11-24","5","767.47"
14821,"2010-12-08","7","1237.65"
14822,"2010-08-11","1","157.70"
14824,"2010-11-25","8","2824.80"
14825,"2010-12-06","16","2659.37"
14826,"2010-05-07","2","385.20"
14827,"2010-02-12","1","0.00"
14828,"2010-11-16","11","7663.70"
14829,"2010-12-02","4","995.29"
14831,"2010-05-14","7","1623.97"
14832,"2010-03-19","3","-274.63"
14833,"2010-07-29","1","94.80"
14834,"2010-10-28","1","485.86"
14835,"2010-06-30","3","293.10"
14837,"2010-09-28","7","1804.62"
14838,"2010-10-12","2","773.67"
14839,"2010-10-17","3","915.28"
14840,"2010-06-30","2","277.36"
14841,"2010-11-30","8","3867.24"
14843,"2010-09-29","1","211.80"
14844,"2010-10-05","8","3498.62"
14845,"2010-04-19","1","150.00"
14846,"2010-10-12","2","406.80"
14847,"2010-11-04","3","1011.20"
14848,"2010-10-31","1","310.56"
14849,"2010-12-01","25","7638.16"
14850,"2010-12-07","8","1297.06"
14851,"2010-03-19","1","318.06"
14852,"2010-10-11","15","3286.94"
14853,"2010-10-21","4","888.32"
14854,"2010-11-14","6","1552.28"
14855,"2010-08-22","5","5874.65"
14857,"2010-09-23","7","2413.28"
14858,"2010-07-22","1","180.75"
14859,"2010-06-03","1","351.90"
14861,"2010-11-24","13","1192.61"
14864,"2009-12-08","1","-48.75"
14865,"2010-12-02","3","77.52"
14866,"2010-12-08","8","6460.32"
14867,"2010-12-06","16","2200.13"
14868,"2010-11-24","4","1230.42"
14869,"2010-11-24","6","2054.85"
14870,"2010-11-04","8","1467.35"
14871,"2010-08-03","5","736.59"
14872,"2010-08-16","4","802.68"
14873,"2010-03-16","1","334.45"
14874,"2010-06-22","1","116.18"
14875,"2010-09-30","2","1392.83"
14876,"2010-07-06","2","256.70"
14877,"2010-10-17","2","437.00"
14878,"2010-11-28","19","2326.68"
14879,"2010-01-24","1","185.06"
14882,"2010-11-14","13","2836.85"
14884,"2010-02-08","1","120.60"
14885,"2010-10-08","3","730.80"
14890,"2010-03-31","2","691.60"
14891,"2010-10-19","2","552.35"
14892,"2010-01-18","1","202.35"
14893,"2010-05-21","4","544.41"
14894,"2010-09-22","4","756.46"
14895,"2010-11-21","24","13468.56"
14896,"2010-12-09","9","1504.70"
14897,"2010-11-02","5","1734.36"
14898,"2010-12-09","12","2128.54"
14899,"2010-11-09","1","1384.88"
14900,"2010-07-05","1","13.92"
14901,"2010-12-08","6","862.06"
14902,"2010-11-09","3","686.16"
14904,"2010-10-27","2","615.20"
14905,"2010-11-30","7","1339.79"
14906,"2010-09-20","3","-66.98"
14907,"2010-12-07","14","2615.84"
14908,"2010-09-02","1","104.10"
14909,"2010-10-07","5","1380.98"
14911,"2010-12-09","270","137675.91"
14912,"2010-11-21","8","-92.94"
14913,"2010-11-16","4","2845.70"
14914,"2010-04-13","1","-5.85"
14915,"2010-11-29","10","1493.82"
14916,"2010-10-04","6","1623.37"
14917,"2010-04-22","2","1123.75"
14918,"2010-10-31","7","4345.66"
14919,"2010-06-18","1","359.35"
14920,"2010-05-23","1","629.40"
14922,"2010-11-11","2","843.74"
14924,"2010-04-08","2","620.96"
14925,"2009-12-08","1","-7.95"
14926,"2010-11-23","3","337.65"
14927,"2010-11-08","1","308.20"
14928,"2010-03-30","2","204.46"
14929,"2010-10-14","1","612.81"
14930,"2010-10-14","6","2763.78"
14932,"2010-12-09","2","666.13"
14933,"2010-09-22","5","885.00"
14934,"2010-11-26","6","555.26"
14935,"2010-03-30","1","1065.12"
14936,"2010-11-14","5","4261.04"
14938,"2010-07-25","4","2289.43"
14939,"2010-03-19","1","-934.66"
14940,"2010-10-18","2","531.49"
14941,"2010-05-10","1","182.10"
14942,"2010-11-03","5","706.56"
14943,"2010-02-14","1","107.62"
14944,"2010-11-15","10","3831.97"
14945,"2010-10-22","1","179.40"
14947,"2010-11-16","4","758.97"
14949,"2010-09-06","6","498.55"
14952,"2010-12-08","29","9331.46"
14953,"2010-10-17","4","715.55"
14954,"2010-01-05","1","167.27"
14955,"2009-12-07","1","163.77"
14956,"2010-10-14","1","1325.00"
14957,"2010-03-05","1","274.80"
14958,"2010-04-23","3","458.26"
14961,"2010-11-25","16","9322.32"
14962,"2010-06-18","3","240.21"
14963,"2010-11-25","8","1670.83"
14966,"2010-11-17","5","924.52"
14967,"2010-09-24","6","1216.72"
14968,"2010-09-07","1","357.40"
14969,"2010-01-05","1","906.23"
14970,"2010-10-26","12","2001.34"
14972,"2010-11-23","1","30.30"
14975,"2010-10-14","1","192.45"
14977,"2009-12-14","1","31.93"
14978,"2010-10-05","7","1174.92"
14979,"2009-12-04","1","439.46"
14980,"2009-12-02","1","150.68"
14981,"2010-11-11","2","211.40"
14982,"2010-05-16","1","237.78"
14983,"2010-01-19","1","183.20"
14984,"2010-11-16","4","1058.14"
14986,"2010-11-28","2","566.90"
14987,"2010-12-09","8","1305.85"
14988,"2010-11-24","6","1732.06"
14989,"2010-02-16","1","342.40"
14990,"2010-04-06","2","305.42"
14991,"2010-10-05","1","314.67"
14992,"2010-09-23","1","210.50"
14993,"2010-05-25","1","36.13"
14994,"2010-11-22","8","886.33"
14996,"2010-08-15","2","442.29"
14997,"2010-02-22","1","230.40"
14998,"2010-10-07","2","340.86"
14999,"2010-04-26","1","129.48"
15001,"2010-11-10","2","230.86"
15002,"2010-12-07","6","3175.52"
15003,"2010-08-23","7","1055.70"
15005,"2010-12-08","42","7582.78"
15006,"2010-09-12","1","323.05"
15008,"2010-08-16","2","360.00"
15011,"2010-11-09","2","416.60"
15012,"2010-12-01","2","437.58"
15013,"2010-08-09","10","1641.30"
15015,"2010-07-26","20","2275.82"
15016,"2010-11-11","5","452.26"
15018,"2010-12-07","1","111.25"
15020,"2010-11-25","1","203.42"
15021,"2010-12-08","7","817.31"
15022,"2010-01-31","1","281.05"
15023,"2010-12-05","12","5329.03"
15024,"2010-12-07","8","2414.18"
15025,"2010-05-20","1","636.08"
15026,"2010-11-29","2","592.61"
15027,"2010-11-24","7","1922.09"
15028,"2010-12-06","3","530.58"
15029,"2010-03-31","2","362.15"
15030,"2010-11-24","7","1446.38"
15031,"2010-11-10","12","2189.23"
15032,"2010-12-08","7","8821.55"
15034,"2010-11-18","6","4004.79"
15037,"2010-11-28","2","402.51"
15038,"2010-12-05","4","604.37"
15039,"2010-12-06","56","19956.55"
15040,"2010-06-16","1","7.49"
15041,"2010-09-21","1","113.67"
15042,"2010-04-23","1","179.52"
15043,"2010-09-02","5","2336.80"
15044,"2010-11-25","25","8212.15"
15046,"2010-10-12","12","2519.37"
15048,"2010-12-06","1","98.70"
15050,"2010-10-14","2","2411.70"
15051,"2010-11-25","7","2528.55"
15055,"2010-08-22","3","560.07"
15056,"2010-07-07","1","133.45"
15057,"2010-09-22","4","1695.06"
15058,"2010-11-28","6","1252.19"
15059,"2010-11-28","16","2101.80"
15061,"2010-12-07","90","82162.74"
15062,"2010-10-12","4","1597.76"
15064,"2010-10-25","4","1254.41"
15065,"2010-10-25","1","168.73"
15067,"2010-10-22","3","2120.37"
15068,"2010-10-17","2","623.49"
15070,"2010-12-02","3","737.05"
15071,"2010-11-18","2","473.49"
15072,"2010-08-17","1","187.52"
15073,"2010-11-04","5","1744.61"
15074,"2010-10-06","2","817.46"
15076,"2010-08-04","4","544.99"
15077,"2010-09-09","4","2423.88"
15078,"2010-12-06","28","7953.17"
15079,"2010-12-09","13","2793.09"
15080,"2010-10-08","2","546.25"
15081,"2010-12-07","8","1460.92"
15082,"2010-02-09","1","93.35"
15084,"2010-11-25","2","965.20"
15085,"2009-12-10","1","347.54"
15086,"2010-05-24","2","218.53"
15091,"2010-08-25","4","546.15"
15092,"2010-09-17","2","315.35"
15093,"2010-12-02","26","9247.74"
15094,"2010-09-02","2","83.00"
15095,"2010-10-15","6","1771.04"
15097,"2010-05-05","4","338.97"
15100,"2010-12-08","11","1684.40"
15101,"2010-09-30","8","993.46"
15102,"2010-06-27","2","554.67"
15105,"2010-10-05","2","795.98"
15107,"2010-12-02","5","608.60"
15109,"2010-05-09","2","498.15"
15110,"2010-11-01","2","509.75"
15111,"2010-12-02","3","1163.39"
15112,"2010-04-07","1","209.40"
15114,"2010-11-21","2","639.56"
15115,"2009-12-22","2","187.99"
15117,"2010-09-17","3","934.19"
15122,"2010-10-13","10","2849.29"
15123,"2010-10-14","3","2456.86"
15124,"2010-08-20","2","266.63"
15125,"2010-08-17","13","5007.28"
15126,"2010-06-21","2","449.49"
15127,"2010-07-08","1","304.97"
15128,"2010-10-05","1","312.68"
15129,"2010-11-19","12","3412.78"
15131,"2010-11-10","1","80.28"
15133,"2010-11-22","2","824.48"
15134,"2010-11-23","2","208.30"
15135,"2010-06-01","1","166.63"
15137,"2010-07-07","5","747.55"
15138,"2010-11-19","2","486.59"
15140,"2010-09-23","1","889.44"
15141,"2010-09-08","9","1378.31"
15142,"2010-10-25","6","2110.23"
15143,"2010-10-03","1","304.18"
15144,"2010-11-25","15","5476.47"
15149,"2010-05-12","4","1033.81"
15150,"2010-09-09","3","3686.61"
15151,"2010-10-12","2","2085.61"
15152,"2010-01-13","2","513.73"
15154,"2010-08-18","2","1091.99"
15155,"2010-11-21","1","383.97"
15157,"2010-05-19","2","718.04"
15158,"2010-11-04","2","36.26"
15159,"2010-11-09","4","3475.72"
15160,"2010-11-30","3","431.11"
15161,"2010-11-16","1","119.92"
15162,"2009-12-11","2","241.50"
15164,"2010-11-24","7","1208.97"
15165,"2010-12-01","1","487.75"
15166,"2010-08-29","1","167.16"
15167,"2010-10-28","4","1496.67"
15169,"2010-11-22","2","569.22"
15170,"2010-10-29","1","81.15"
15173,"2010-11-24","8","1399.26"
15174,"2010-10-25","1","345.71"
15176,"2010-04-22","2","985.09"
15177,"2010-10-10","1","948.93"
15179,"2010-11-12","10","5240.62"
15180,"2010-12-07","3","816.93"
15181,"2010-12-09","4","268.17"
15182,"2010-11-24","12","2319.90"
15183,"2010-06-10","4","637.03"
15184,"2010-11-17","2","283.19"
15186,"2010-08-22","3","991.79"
15188,"2009-12-14","1","310.43"
15189,"2010-11-23","5","1298.99"
15190,"2010-10-01","1","834.44"
15191,"2010-09-02","3","588.05"
15192,"2010-12-09","3","937.07"
15194,"2010-12-06","18","4666.51"
15196,"2010-10-03","2","316.25"
15197,"2010-11-16","5","771.40"
15198,"2010-10-28","4","365.81"
15199,"2010-11-30","6","1853.70"
15200,"2010-08-02","1","549.05"
15201,"2010-09-29","3","598.06"
15202,"2010-10-15","8","-2570.18"
15203,"2010-11-14","9","2572.38"
15207,"2010-10-26","5","653.77"
15208,"2010-10-12","1","100.40"
15209,"2009-12-09","1","178.98"
15210,"2010-11-26","2","845.01"
15211,"2010-12-09","1","383.07"
15212,"2010-11-28","1","106.48"
15215,"2010-11-11","5","880.47"
15216,"2010-03-31","1","389.49"
15217,"2010-05-25","1","426.24"
15218,"2010-11-15","14","5699.11"
15219,"2010-03-01","1","379.70"
15221,"2010-12-08","7","1702.00"
15222,"2010-08-24","16","2830.66"
15223,"2010-04-09","3","662.20"
15224,"2010-07-15","5","526.78"
15227,"2010-11-08","4","1269.09"
15228,"2010-10-07","2","2193.56"
15229,"2010-05-02","1","160.50"
15231,"2010-04-22","2","228.36"
15233,"2010-11-03","1","59.40"
15235,"2010-12-05","6","690.30"
15240,"2010-12-03","14","2629.43"
15241,"2010-10-05","3","1293.72"
15242,"2010-10-13","1","302.04"
15243,"2010-09-30","1","610.60"
15244,"2010-02-17","2","218.61"
15245,"2010-11-02","5","2095.00"
15246,"2010-06-02","1","266.25"
15247,"2010-09-01","3","611.11"
15248,"2010-10-24","4","1865.03"
15249,"2010-10-05","6","2489.79"
15250,"2010-03-09","1","60.00"
15251,"2010-10-21","16","9768.49"
15252,"2010-10-18","5","1312.28"
15253,"2010-11-05","6","1117.99"
15254,"2010-06-11","3","773.04"
15255,"2010-11-08","10","2779.92"
15256,"2010-05-27","1","71.95"
15257,"2010-10-21","1","368.75"
15259,"2010-07-15","4","1182.38"
15260,"2010-12-02","24","7317.61"
15261,"2010-11-23","3","1253.18"
15262,"2010-11-24","2","239.87"
15264,"2010-08-17","2","450.46"
15265,"2010-04-14","2","1839.52"
15266,"2010-11-25","5","722.40"
15268,"2010-08-18","4","941.25"
15269,"2010-11-24","2","816.56"
15270,"2010-11-16","22","4895.79"
15271,"2010-12-09","11","2153.47"
15272,"2010-09-15","4","1363.54"
15273,"2010-04-19","1","228.96"
15276,"2010-11-10","4","495.72"
15277,"2010-10-10","1","220.44"
15278,"2010-05-27","4","496.16"
15279,"2010-12-09","6","1264.33"
15280,"2010-08-08","2","293.10"
15281,"2010-11-26","10","6077.67"
15282,"2010-05-18","1","348.59"
15283,"2010-11-14","4","135.43"
15284,"2010-07-27","1","24.75"
15285,"2010-10-28","1","94.92"
15287,"2010-11-25","3","369.34"
15288,"2010-12-09","6","1576.61"
15289,"2010-10-14","3","635.61"
15290,"2010-11-11","9","2551.81"
15291,"2010-12-01","34","8854.73"
15293,"2010-02-12","1","247.50"
15294,"2010-11-04","2","222.30"
15295,"2010-02-23","1","217.24"
15296,"2010-10-22","10","6613.62"
15298,"2010-12-08","16","4581.93"
15299,"2010-12-02","7","3456.53"
15301,"2010-12-06","6","2533.09"
15302,"2009-12-17","2","291.05"
15303,"2010-05-23","3","604.76"
15304,"2010-12-06","2","225.15"
15305,"2010-06-02","1","93.60"
15306,"2010-07-27","7","2306.63"
15309,"2010-04-08","10","715.53"
15310,"2010-08-18","1","1634.64"
15311,"2010-12-09","158","54093.73"
15312,"2010-11-21","9","1995.39"
15314,"2010-11-08","3","472.68"
15317,"2010-01-31","2","112.05"
15321,"2010-10-18","14","3909.92"
15322,"2010-08-20","1","711.18"
15323,"2010-06-24","4","320.90"
15324,"2010-01-07","1","140.22"
15325,"2010-11-09","8","1434.52"
15326,"2010-04-22","9","1218.11"
15328,"2010-10-28","1","107.24"
15329,"2010-12-09","16","1737.48"
15331,"2010-07-28","4","755.41"
15332,"2010-12-08","6","4892.68"
15336,"2010-11-03","1","240.50"
15337,"2010-11-02","2","344.72"
15338,"2010-01-31","1","283.43"
15339,"2010-10-14","8","1076.52"
15340,"2010-05-27","1","105.50"
15341,"2010-09-16","2","380.50"
15346,"2010-10-18","3","339.23"
15347,"2010-12-08","6","1132.30"
15350,"2010-12-01","2","547.60"
15351,"2010-12-05","7","1753.04"
15352,"2010-06-09","1","114.95"
15353,"2010-12-07","7","2377.03"
15354,"2010-04-20","7","-94.80"
15356,"2010-12-06","4","698.45"
15357,"2010-01-26","1","-36.75"
15358,"2010-12-09","28","8602.55"
15359,"2010-06-03","9","162.60"
15361,"2010-07-01","3","270.15"
15362,"2010-09-17","2","613.08"
15363,"2010-12-02","2","678.11"
15365,"2010-11-01","6","2242.81"
15366,"2010-10-26","5","1786.57"
15367,"2010-10-17","8","3138.04"
15368,"2010-11-10","1","275.80"
15369,"2010-11-30","12","3305.88"
15370,"2010-10-25","1","1352.96"
15371,"2010-02-15","1","59.40"
15372,"2010-09-15","9","3947.02"
15373,"2010-12-03","6","1005.48"
15374,"2010-03-25","1","139.32"
15375,"2010-01-18","1","60.96"
15377,"2010-11-22","5","1179.95"
15378,"2010-09-03","2","246.50"
15379,"2010-11-04","1","1174.55"
15380,"2010-12-09","8","1739.84"
15381,"2010-10-12","4","1290.77"
15382,"2010-11-30","12","7718.64"
15383,"2010-01-26","1","-10.50"
15384,"2010-12-02","3","1378.73"
15385,"2010-11-12","2","625.20"
15387,"2010-08-04","1","468.65"
15389,"2010-11-04","4","2233.80"
15390,"2010-11-08","2","1216.66"
15391,"2010-05-18","2","282.92"
15392,"2010-11-30","3","1376.09"
15393,"2010-05-21","3","659.48"
15394,"2010-11-09","9","3067.86"
15396,"2010-05-05","1","508.20"
15400,"2010-10-15","3","586.10"
15401,"2010-09-13","2","216.95"
15402,"2010-11-17","5","1189.87"
15403,"2010-08-05","2","170.88"
15404,"2010-11-29","1","257.06"
15405,"2010-05-12","1","310.74"
15406,"2010-09-12","2","465.16"
15409,"2010-01-07","2","117.20"
15410,"2010-05-20","2","1234.88"
15413,"2010-10-05","7","-2531.38"
15416,"2010-08-18","4","580.28"
15418,"2010-10-10","2","452.32"
15420,"2010-10-01","6","743.00"
15421,"2010-11-19","6","2854.98"
15422,"2010-11-25","6","1517.32"
15423,"2010-05-07","3","175.64"
15424,"2010-09-02","1","214.44"
15425,"2010-11-04","4","1944.57"
15426,"2010-12-06","6","1163.05"
15428,"2010-11-17","3","668.97"
15430,"2010-08-29","3","903.75"
15431,"2010-07-25","1","153.24"
15432,"2010-06-30","3","130.07"
15434,"2010-11-30","7","1519.63"
15437,"2010-03-09","1","193.29"
15439,"2010-10-31","4","1269.05"
15441,"2010-11-08","3","1254.21"
15443,"2010-08-22","8","1903.98"
15445,"2010-04-28","1","171.00"
15446,"2010-11-28","5","398.85"
15447,"2010-06-30","5","329.76"
15448,"2010-02-03","1","294.17"
15451,"2010-10-01","2","233.21"
15452,"2010-11-14","3","1260.38"
15454,"2010-03-31","1","128.59"
15455,"2010-04-21","1","38.25"
15456,"2010-11-01","7","1672.05"
15458,"2010-11-02","1","208.80"
15459,"2010-10-18","2","202.83"
15461,"2010-09-05","3","391.30"
15462,"2010-09-20","1","502.45"
15465,"2010-12-05","16","5281.13"
15466,"2010-11-15","3","1236.48"
15468,"2010-11-19","2","949.02"
