"transection_cost","date","invoice_no","customer","no_of_products","weekend_orders","string_agg"
"254.55","2010-06-17","512627",12746,"17",0,"Thursday"
"493.90","2010-06-17","512644",13102,"15",0,"Thursday"
"1.25","2010-06-17","512649",-1,"1",0,"Thursday"
"343.60","2010-06-17","512651",17692,"22",0,"Thursday"
"34.00","2010-06-17","512656",14045,"1",0,"Thursday"
"196.19","2010-06-17","512657",12835,"23",0,"Thursday"
"15.00","2010-06-17","512658",14085,"1",0,"Thursday"
"344.46","2010-06-17","512659",17884,"33",0,"Thursday"
"157.07","2010-06-17","512664",15719,"22",0,"Thursday"
"246.35","2010-06-17","512683",13921,"14",0,"Thursday"
"84.15","2010-06-17","512684",17965,"4",0,"Thursday"
"322.39","2010-06-17","512685",13971,"21",0,"Thursday"
"199.11","2010-06-17","512694",14710,"53",0,"Thursday"
"301.35","2010-06-17","512695",15606,"7",0,"Thursday"
"594.10","2010-06-17","512696",14911,"39",0,"Thursday"
"104.28","2010-06-17","512697",14911,"7",0,"Thursday"
"85.13","2010-06-17","512698",14911,"4",0,"Thursday"
"110.65","2010-06-17","512703",14606,"20",0,"Thursday"
"0.00","2010-06-17","512704",-1,"1",0,"Thursday"
"13.50","2010-06-17","512705",-1,"6",0,"Thursday"
"13.50","2010-06-17","512706",-1,"6",0,"Thursday"
"704.59","2010-06-17","512708",16515,"31",0,"Thursday"
"236.90","2010-06-17","512709",16115,"40",0,"Thursday"
"706.14","2010-06-17","512710",14057,"39",0,"Thursday"
"3.32","2010-06-17","512711",-1,"2",0,"Thursday"
"236.20","2010-06-17","512712",13608,"36",0,"Thursday"
"323.69","2010-06-17","512713",17419,"18",0,"Thursday"
"738.60","2010-06-17","512721",13694,"7",0,"Thursday"
"139.88","2010-06-17","512722",14508,"35",0,"Thursday"
"346.25","2010-06-17","512723",12417,"16",0,"Thursday"
"402.59","2010-06-17","512724",16743,"46",0,"Thursday"
"168.73","2010-06-17","512725",14508,"39",0,"Thursday"
"145.43","2010-06-17","512732",14590,"7",0,"Thursday"
"1445.72","2010-06-17","512733",-1,"157",0,"Thursday"
"353.52","2010-06-17","512734",16839,"3",0,"Thursday"
"118.35","2010-06-17","512735",15013,"20",0,"Thursday"
"309.85","2010-06-17","512736",16554,"16",0,"Thursday"
"0.00","2010-06-17","512737",-1,"1",0,"Thursday"
"0.00","2010-06-17","512738",-1,"1",0,"Thursday"
"448.78","2010-06-17","512739",13037,"22",0,"Thursday"
"108.38","2010-06-17","512740",16326,"6",0,"Thursday"
"287.77","2010-06-17","512741",14667,"26",0,"Thursday"
"631.45","2010-06-17","512742",16746,"29",0,"Thursday"
"306.14","2010-06-17","512743",17799,"72",0,"Thursday"
"1212.40","2010-06-17","512744",12681,"72",0,"Thursday"
"600.84","2010-06-17","512745",13319,"30",0,"Thursday"
"72.72","2010-06-17","512746",17799,"25",0,"Thursday"
"955.06","2010-06-17","512748",-1,"1",0,"Thursday"
"125.65","2010-06-17","512750",16925,"18",0,"Thursday"
"160.82","2010-06-17","512751",17953,"21",0,"Thursday"
"163.20","2010-06-17","512753",16661,"2",0,"Thursday"
"3248.86","2010-06-17","512754",-1,"1",0,"Thursday"
"359.98","2010-06-17","512755",13115,"24",0,"Thursday"
"4620.86","2010-06-17","512759",-1,"1",0,"Thursday"
"306.12","2010-06-17","512760",14422,"15",0,"Thursday"
"372.19","2010-06-17","512764",15484,"20",0,"Thursday"
"293.79","2010-06-17","512765",15718,"18",0,"Thursday"
"231.58","2010-06-17","512766",13077,"29",0,"Thursday"
"111.80","2010-06-17","512767",17610,"8",0,"Thursday"
"25111.09","2010-06-17","512771",-1,"1",0,"Thursday"
"341.06","2010-06-17","512772",17764,"40",0,"Thursday"
"772.48","2010-06-17","512776",15023,"61",0,"Thursday"
"42.50","2010-06-17","512779",15023,"2",0,"Thursday"
"345.00","2010-06-17","512780",13668,"9",0,"Thursday"
"523.50","2010-06-17","512781",17341,"52",0,"Thursday"
"71.37","2010-06-17","512782",17341,"11",0,"Thursday"
"198.90","2010-06-17","512783",13969,"29",0,"Thursday"
"143.56","2010-06-17","512784",13230,"31",0,"Thursday"
"6.90","2010-06-18","512786",13277,"6",0,"Friday"
"307.25","2010-06-18","512787",14492,"10",0,"Friday"
"151.63","2010-06-18","512788",13427,"10",0,"Friday"
"3.40","2010-06-18","512791",-1,"2",0,"Friday"
"320.00","2010-06-18","512795",17612,"21",0,"Friday"
"924.55","2010-06-18","512797",14895,"30",0,"Friday"
"1040.10","2010-06-18","512798",17389,"6",0,"Friday"
"546.70","2010-06-18","512799",16126,"19",0,"Friday"
"249.48","2010-06-18","512800",15402,"19",0,"Friday"
"0.00","2010-06-18","512801",-1,"1",0,"Friday"
"69.35","2010-06-18","512802",15483,"22",0,"Friday"
"27.37","2010-06-18","512803",15483,"13",0,"Friday"
"241.38","2010-06-18","512804",16943,"1",0,"Friday"
"37.77","2010-06-18","512806",15483,"13",0,"Friday"
"4175.02","2010-06-18","512807",14646,"35",0,"Friday"
"228.60","2010-06-18","512808",16155,"15",0,"Friday"
"111.46","2010-06-18","512818",13293,"7",0,"Friday"
"486.90","2010-06-18","512827",15981,"22",0,"Friday"
"323.69","2010-06-18","512847",18170,"16",0,"Friday"
"0.00","2010-06-18","512883",-1,"1",0,"Friday"
"0.00","2010-06-18","512884",-1,"1",0,"Friday"
"0.00","2010-06-18","512885",-1,"1",0,"Friday"
"150.70","2010-06-18","512886",15641,"12",0,"Friday"
"0.00","2010-06-18","512887",-1,"1",0,"Friday"
"208.35","2010-06-18","512888",17068,"27",0,"Friday"
"493.70","2010-06-18","512889",16797,"115",0,"Friday"
"134.37","2010-06-18","512890",12872,"10",0,"Friday"
"252.55","2010-06-18","512891",15984,"6",0,"Friday"
"346.69","2010-06-18","512892",12802,"15",0,"Friday"
"1192.60","2010-06-18","512893",13225,"8",0,"Friday"
"382.91","2010-06-18","512894",13426,"28",0,"Friday"
"224.70","2010-06-18","512895",15031,"18",0,"Friday"
"128.82","2010-06-18","512896",17346,"13",0,"Friday"
"4.14","2010-06-18","512897",-1,"4",0,"Friday"
"472.59","2010-06-18","512899",14329,"28",0,"Friday"
"359.35","2010-06-18","512900",14919,"13",0,"Friday"
"264.55","2010-06-18","512901",16161,"23",0,"Friday"
"670.88","2010-06-18","512902",12412,"31",0,"Friday"
"314.06","2010-06-18","512903",16156,"19",0,"Friday"
"306.24","2010-06-18","512904",12982,"21",0,"Friday"
"137.70","2010-06-18","512905",14825,"17",0,"Friday"
"121.80","2010-06-18","512906",17349,"1",0,"Friday"
"136.50","2010-06-18","512907",12932,"9",0,"Friday"
"0.00","2010-06-18","512908",-1,"1",0,"Friday"
"128.14","2010-06-18","512909",16883,"25",0,"Friday"
"279.35","2010-06-18","512910",13705,"17",0,"Friday"
"992.80","2010-06-18","512911",-1,"138",0,"Friday"
"374.95","2010-06-18","512912",16094,"20",0,"Friday"
"175.50","2010-06-18","512914",15538,"2",0,"Friday"
"299.86","2010-06-18","512915",14840,"18",0,"Friday"
"255.90","2010-06-18","512916",13327,"10",0,"Friday"
"53.10","2010-06-18","512917",14962,"3",0,"Friday"
"0.00","2010-06-18","512918",-1,"1",0,"Friday"
"415.13","2010-06-18","512919",18044,"13",0,"Friday"
"144.75","2010-06-18","512920",17883,"11",0,"Friday"
"10.85","2010-06-18","512921",17883,"2",0,"Friday"
"115.60","2010-06-18","512922",13676,"9",0,"Friday"
"86.45","2010-06-20","512923",12843,"5",1,"Sunday"
"935.40","2010-06-20","512924",14156,"5",1,"Sunday"
"147.40","2010-06-20","512925",15716,"14",1,"Sunday"
"382.50","2010-06-20","512926",15538,"1",1,"Sunday"
"191.60","2010-06-20","512927",16326,"14",1,"Sunday"
"207.06","2010-06-20","512929",16710,"33",1,"Sunday"
"805.74","2010-06-20","512930",12621,"12",1,"Sunday"
"9.50","2010-06-20","512931",15581,"1",1,"Sunday"
"134.36","2010-06-20","512932",16486,"7",1,"Sunday"
"222.72","2010-06-20","512933",17157,"3",1,"Sunday"
"377.28","2010-06-20","512934",13408,"7",1,"Sunday"
"420.04","2010-06-20","512935",18128,"45",1,"Sunday"
"368.20","2010-06-20","512936",14607,"11",1,"Sunday"
"392.70","2010-06-20","512937",13634,"25",1,"Sunday"
"1286.25","2010-06-20","512938",14145,"6",1,"Sunday"
"343.96","2010-06-20","512939",17618,"40",1,"Sunday"
"250.30","2010-06-20","512940",13089,"7",1,"Sunday"
"311.56","2010-06-20","512941",15247,"7",1,"Sunday"
"166.55","2010-06-20","512942",16756,"10",1,"Sunday"
"294.62","2010-06-20","512943",17623,"37",1,"Sunday"
"220.60","2010-06-20","512944",16390,"10",1,"Sunday"
"405.15","2010-06-20","512945",16119,"2",1,"Sunday"
"700.68","2010-06-20","512946",17625,"82",1,"Sunday"
"107.71","2010-06-20","512947",13719,"7",1,"Sunday"
"89.73","2010-06-20","512948",13230,"9",1,"Sunday"
"255.37","2010-06-20","512949",15555,"39",1,"Sunday"
"678.82","2010-06-21","512950",17593,"44",0,"Monday"
"463.43","2010-06-21","512951",16739,"25",0,"Monday"
"290.17","2010-06-21","512952",16456,"33",0,"Monday"
"53.10","2010-06-21","512953",16390,"1",0,"Monday"
"1786.71","2010-06-21","512954",15786,"109",0,"Monday"
"1956.84","2010-06-21","512955",12469,"10",0,"Monday"
"339.88","2010-06-21","512956",14338,"19",0,"Monday"
"168.97","2010-06-21","513014",16125,"10",0,"Monday"
"427.91","2010-06-21","513015",15819,"33",0,"Monday"
"500.88","2010-06-21","513016",15039,"28",0,"Monday"
"118.55","2010-06-21","513017",15845,"4",0,"Monday"
"354.00","2010-06-21","513018",14593,"34",0,"Monday"
"394.39","2010-06-21","513019",14593,"68",0,"Monday"
"720.50","2010-06-21","513020",13707,"28",0,"Monday"
"233.12","2010-06-21","513021",16815,"40",0,"Monday"
"347.29","2010-06-21","513022",16623,"15",0,"Monday"
"309.73","2010-06-21","513023",12748,"29",0,"Monday"
"257.04","2010-06-21","513024",15126,"15",0,"Monday"
"79.30","2010-06-21","513037",12971,"2",0,"Monday"
"231.93","2010-06-21","513047",17841,"68",0,"Monday"
"286.85","2010-06-21","513048",16391,"77",0,"Monday"
"219.61","2010-06-21","513049",13911,"14",0,"Monday"
"765.60","2010-06-21","513050",14493,"120",0,"Monday"
"449.58","2010-06-21","513051",18245,"31",0,"Monday"
"170.06","2010-06-21","513052",16992,"10",0,"Monday"
"543.32","2010-06-21","513053",16062,"42",0,"Monday"
"417.75","2010-06-21","513054",13993,"20",0,"Monday"
"17.70","2010-06-21","513055",18245,"1",0,"Monday"
"1535.31","2010-06-21","513056",13334,"117",0,"Monday"
"176.34","2010-06-21","513057",16315,"9",0,"Monday"
"272.68","2010-06-21","513058",16503,"15",0,"Monday"
"129.74","2010-06-21","513065",15850,"31",0,"Monday"
"114.36","2010-06-21","513072",17137,"18",0,"Monday"
"360.30","2010-06-21","513080",13982,"13",0,"Monday"
"628.87","2010-06-21","513095",15122,"32",0,"Monday"
"271.44","2010-06-21","513096",15747,"22",0,"Monday"
"75.35","2010-06-21","513097",15122,"4",0,"Monday"
"0.00","2010-06-21","513098",-1,"1",0,"Monday"
"2913.41","2010-06-21","513099",-1,"348",0,"Monday"
"662.20","2010-06-21","513101",16860,"20",0,"Monday"
"0.00","2010-06-21","513102",-1,"1",0,"Monday"
"0.00","2010-06-21","513103",-1,"1",0,"Monday"
"0.00","2010-06-21","513104",-1,"1",0,"Monday"
"0.00","2010-06-21","513105",-1,"1",0,"Monday"
"0.00","2010-06-21","513106",-1,"1",0,"Monday"
"0.00","2010-06-21","513107",-1,"1",0,"Monday"
"351.60","2010-06-21","513108",14204,"87",0,"Monday"
"77.83","2010-06-21","513109",17192,"21",0,"Monday"
"111.15","2010-06-21","513110",16011,"6",0,"Monday"
"321.80","2010-06-21","513111",13421,"27",0,"Monday"
"574.30","2010-06-21","513112",17338,"75",0,"Monday"
"367.80","2010-06-22","513114",17646,"20",0,"Tuesday"
"762.08","2010-06-22","513115",13141,"35",0,"Tuesday"
"160.98","2010-06-22","513116",13141,"9",0,"Tuesday"
"281.18","2010-06-22","513117",14211,"21",0,"Tuesday"
"19.90","2010-06-22","513118",14211,"1",0,"Tuesday"
"41.50","2010-06-22","513119",17888,"3",0,"Tuesday"
"265.37","2010-06-22","513120",13192,"16",0,"Tuesday"
"15.30","2010-06-22","513121",13192,"1",0,"Tuesday"
"130.00","2010-06-22","513122",12634,"1",0,"Tuesday"
"489.80","2010-06-22","513123",12359,"20",0,"Tuesday"
"275.70","2010-06-22","513124",15081,"17",0,"Tuesday"
"98.70","2010-06-22","513147",12774,"6",0,"Tuesday"
"454.50","2010-06-22","513161",13510,"26",0,"Tuesday"
"13.92","2010-06-22","513162",13510,"1",0,"Tuesday"
"172.32","2010-06-22","513163",16883,"19",0,"Tuesday"
"81.12","2010-06-22","513164",16467,"1",0,"Tuesday"
"118.80","2010-06-22","513165",15361,"1",0,"Tuesday"
"164.60","2010-06-22","513166",16948,"10",0,"Tuesday"
"302.00","2010-06-22","513167",14911,"12",0,"Tuesday"
"192.70","2010-06-22","513168",16458,"14",0,"Tuesday"
"351.43","2010-06-22","513169",16365,"19",0,"Tuesday"
"344.40","2010-06-22","513170",16174,"10",0,"Tuesday"
"377.74","2010-06-22","513171",13097,"22",0,"Tuesday"
"421.55","2010-06-22","513172",12785,"23",0,"Tuesday"
"372.84","2010-06-22","513176",16631,"15",0,"Tuesday"
"616.60","2010-06-22","513182",18214,"18",0,"Tuesday"
"375.72","2010-06-22","513183",13760,"13",0,"Tuesday"
"175.00","2010-06-22","513184",16748,"8",0,"Tuesday"
"320.20","2010-06-22","513186",16227,"8",0,"Tuesday"
"442.20","2010-06-22","513187",15129,"14",0,"Tuesday"
"571.40","2010-06-22","513188",12724,"35",0,"Tuesday"
"319.95","2010-06-22","513189",16105,"15",0,"Tuesday"
"1272.16","2010-06-22","513190",16894,"188",0,"Tuesday"
"169.55","2010-06-22","513191",15809,"8",0,"Tuesday"
"34.90","2010-06-22","513192",16894,"2",0,"Tuesday"
"564.80","2010-06-22","513194",14680,"14",0,"Tuesday"
"116.18","2010-06-22","513195",14874,"6",0,"Tuesday"
"493.53","2010-06-22","513196",13539,"23",0,"Tuesday"
"148.85","2010-06-22","513197",15827,"9",0,"Tuesday"
"1134.66","2010-06-22","513199",-1,"133",0,"Tuesday"
"1183.89","2010-06-22","513200",-1,"153",0,"Tuesday"
"396.91","2010-06-22","513201",14793,"25",0,"Tuesday"
"136.95","2010-06-22","513202",14682,"8",0,"Tuesday"
"806.01","2010-06-23","513203",14911,"39",0,"Wednesday"
"264.90","2010-06-23","513204",13431,"13",0,"Wednesday"
"327.30","2010-06-23","513205",17519,"11",0,"Wednesday"
"540.25","2010-06-23","513206",16680,"18",0,"Wednesday"
"312.35","2010-06-23","513207",15199,"9",0,"Wednesday"
"321.24","2010-06-23","513208",13611,"15",0,"Wednesday"
"330.00","2010-06-23","513209",15769,"1",0,"Wednesday"
"334.25","2010-06-23","513210",16325,"12",0,"Wednesday"
"543.36","2010-06-23","513211",16029,"1",0,"Wednesday"
"495.00","2010-06-23","513212",16029,"2",0,"Wednesday"
"307.24","2010-06-23","513213",17422,"16",0,"Wednesday"
"357.16","2010-06-23","513231",17596,"27",0,"Wednesday"
"426.47","2010-06-23","513248",12792,"22",0,"Wednesday"
"150.75","2010-06-23","513251",14624,"11",0,"Wednesday"
"307.50","2010-06-23","513259",15785,"14",0,"Wednesday"
"375.33","2010-06-23","513260",12810,"22",0,"Wednesday"
"4.95","2010-06-23","513261",-1,"1",0,"Wednesday"
"343.20","2010-06-23","513262",17380,"5",0,"Wednesday"
"216.61","2010-06-23","513263",14725,"15",0,"Wednesday"
"765.00","2010-06-23","513264",17310,"1",0,"Wednesday"
"50.20","2010-06-23","513265",14725,"12",0,"Wednesday"
"462.20","2010-06-23","513266",15002,"37",0,"Wednesday"
"98.40","2010-06-23","513267",17382,"3",0,"Wednesday"
"102.55","2010-06-23","513268",15920,"8",0,"Wednesday"
"379.40","2010-06-23","513269",18226,"12",0,"Wednesday"
"989.30","2010-06-23","513270",14911,"35",0,"Wednesday"
"320.00","2010-06-23","513271",13942,"1",0,"Wednesday"
"500.34","2010-06-23","513272",16422,"4",0,"Wednesday"
"429.00","2010-06-23","513273",16422,"2",0,"Wednesday"
"436.28","2010-06-23","513274",13715,"15",0,"Wednesday"
"367.48","2010-06-23","513275",12379,"18",0,"Wednesday"
"366.80","2010-06-23","513276",14543,"8",0,"Wednesday"
"363.30","2010-06-23","513277",16825,"5",0,"Wednesday"
"169.12","2010-06-23","513278",13249,"2",0,"Wednesday"
"1633.67","2010-06-23","513279",16180,"51",0,"Wednesday"
"110.95","2010-06-23","513280",14509,"25",0,"Wednesday"
"383.85","2010-06-23","513281",16180,"21",0,"Wednesday"
"0.00","2010-06-23","513282",-1,"1",0,"Wednesday"
"408.48","2010-06-23","513283",17414,"2",0,"Wednesday"
"136.56","2010-06-23","513284",15173,"7",0,"Wednesday"
"309.92","2010-06-23","513285",12747,"4",0,"Wednesday"
"317.25","2010-06-23","513286",13324,"6",0,"Wednesday"
"321.80","2010-06-23","513287",16525,"5",0,"Wednesday"
"382.75","2010-06-23","513292",14621,"25",0,"Wednesday"
"16.05","2010-06-23","513303",-1,"9",0,"Wednesday"
"3.80","2010-06-23","513304",-1,"2",0,"Wednesday"
"1222.91","2010-06-23","513305",15248,"74",0,"Wednesday"
"35.16","2010-06-23","513306",12748,"3",0,"Wednesday"
"331.80","2010-06-23","513307",15738,"7",0,"Wednesday"
"1173.14","2010-06-23","513308",-1,"164",0,"Wednesday"
"339.55","2010-06-23","513309",14623,"19",0,"Wednesday"
"441.50","2010-06-23","513310",12431,"8",0,"Wednesday"
"65.15","2010-06-23","513311",-1,"13",0,"Wednesday"
"97.84","2010-06-23","513312",14798,"6",0,"Wednesday"
"159.93","2010-06-23","513313",15141,"9",0,"Wednesday"
"7.50","2010-06-23","513314",-1,"1",0,"Wednesday"
"150.55","2010-06-23","513315",15991,"6",0,"Wednesday"
"241.80","2010-06-23","513316",14911,"9",0,"Wednesday"
"111.50","2010-06-23","513318",17304,"5",0,"Wednesday"
"6.30","2010-06-23","513319",15913,"1",0,"Wednesday"
"127.85","2010-06-23","513323",18041,"11",0,"Wednesday"
"195.07","2010-06-23","513324",17345,"21",0,"Wednesday"
"29.25","2010-06-23","513325",17345,"1",0,"Wednesday"
"121.08","2010-06-23","513326",16918,"30",0,"Wednesday"
"17.11","2010-06-23","513327",17961,"10",0,"Wednesday"
"1479.91","2010-06-23","513328",-1,"204",0,"Wednesday"
"66.72","2010-06-23","513329",14634,"4",0,"Wednesday"
"385.00","2010-06-23","513330",17092,"29",0,"Wednesday"
"4453.80","2010-06-23","513331",18102,"10",0,"Wednesday"
"234.56","2010-06-24","513332",14790,"17",0,"Thursday"
"92.67","2010-06-24","513333",-1,"28",0,"Thursday"
"610.26","2010-06-24","513334",12437,"23",0,"Thursday"
"1294.87","2010-06-24","513335",17686,"72",0,"Thursday"
"1544.87","2010-06-24","513336",12705,"92",0,"Thursday"
"232.88","2010-06-24","513337",13662,"15",0,"Thursday"
"1502.98","2010-06-24","513338",13093,"34",0,"Thursday"
"195.80","2010-06-24","513339",13662,"12",0,"Thursday"
"181.56","2010-06-24","513340",13104,"3",0,"Thursday"
"372.50","2010-06-24","513341",14282,"4",0,"Thursday"
"313.20","2010-06-24","513342",15251,"3",0,"Thursday"
"308.03","2010-06-24","513343",17127,"15",0,"Thursday"
"845.00","2010-06-24","513344",14566,"6",0,"Thursday"
"320.25","2010-06-24","513345",16683,"18",0,"Thursday"
"11.90","2010-06-24","513347",-1,"1",0,"Thursday"
"269.54","2010-06-24","513349",14606,"53",0,"Thursday"
"387.81","2010-06-24","513356",-1,"34",0,"Thursday"
"49.41","2010-06-24","513359",-1,"6",0,"Thursday"
"310.35","2010-06-24","513362",-1,"28",0,"Thursday"
"408.98","2010-06-24","513364",-1,"34",0,"Thursday"
"517.72","2010-06-24","513368",-1,"47",0,"Thursday"
"453.96","2010-06-24","513369",-1,"41",0,"Thursday"
"176.34","2010-06-24","513371",-1,"21",0,"Thursday"
"657.39","2010-06-24","513372",14911,"32",0,"Thursday"
"559.03","2010-06-24","513374",-1,"49",0,"Thursday"
"398.45","2010-06-24","513381",-1,"30",0,"Thursday"
"248.17","2010-06-24","513383",-1,"25",0,"Thursday"
"323.59","2010-06-24","513387",-1,"36",0,"Thursday"
"294.50","2010-06-24","513393",16168,"15",0,"Thursday"
"216.39","2010-06-24","513395",-1,"21",0,"Thursday"
"33.65","2010-06-24","513396",-1,"5",0,"Thursday"
"137.49","2010-06-24","513397",-1,"15",0,"Thursday"
"327.37","2010-06-24","513398",-1,"19",0,"Thursday"
"354.40","2010-06-24","513399",-1,"40",0,"Thursday"
"294.22","2010-06-24","513400",-1,"23",0,"Thursday"
"304.62","2010-06-24","513401",-1,"23",0,"Thursday"
"309.75","2010-06-24","513402",17582,"11",0,"Thursday"
"326.13","2010-06-24","513403",-1,"25",0,"Thursday"
"1685.65","2010-06-24","513405",-1,"24",0,"Thursday"
"469.38","2010-06-24","513409",17696,"17",0,"Thursday"
"510.51","2010-06-24","513410",15051,"44",0,"Thursday"
"472.53","2010-06-24","513413",13778,"10",0,"Thursday"
"31.80","2010-06-24","513415",14492,"1",0,"Thursday"
"120.45","2010-06-24","513416",13089,"2",0,"Thursday"
"28.20","2010-06-24","513417",17696,"2",0,"Thursday"
"162.41","2010-06-24","513419",14732,"9",0,"Thursday"
"19.80","2010-06-24","513420",17696,"2",0,"Thursday"
"165.55","2010-06-24","513422",14527,"19",0,"Thursday"
"359.45","2010-06-24","513425",13057,"13",0,"Thursday"
"221.05","2010-06-24","513426",17142,"20",0,"Thursday"
"277.85","2010-06-24","513428",13050,"17",0,"Thursday"
"355.70","2010-06-24","513431",13771,"7",0,"Thursday"
"127.60","2010-06-24","513432",15717,"5",0,"Thursday"
"92.75","2010-06-24","513434",14562,"13",0,"Thursday"
"7.95","2010-06-24","513435",-1,"1",0,"Thursday"
"234.10","2010-06-24","513436",13203,"18",0,"Thursday"
"124.04","2010-06-24","513437",15858,"14",0,"Thursday"
"556.16","2010-06-24","513438",12779,"25",0,"Thursday"
"272.27","2010-06-24","513439",-1,"2",0,"Thursday"
"277.25","2010-06-24","513440",14583,"72",0,"Thursday"
"0.00","2010-06-24","513441",-1,"1",0,"Thursday"
"1549.66","2010-06-24","513450",-1,"44",0,"Thursday"
"0.00","2010-06-24","513451",-1,"1",0,"Thursday"
"463.00","2010-06-24","513452",15125,"10",0,"Thursday"
"97.50","2010-06-24","513454",15125,"3",0,"Thursday"
"63.50","2010-06-24","513455",15125,"1",0,"Thursday"
"240.10","2010-06-24","513456",13199,"4",0,"Thursday"
"25.20","2010-06-24","513457",17389,"1",0,"Thursday"
"431.39","2010-06-24","513458",15768,"25",0,"Thursday"
"317.50","2010-06-24","513460",15981,"5",0,"Thursday"
"417.66","2010-06-24","513461",15043,"25",0,"Thursday"
"236.07","2010-06-24","513468",12741,"15",0,"Thursday"
"582.17","2010-06-24","513469",17099,"40",0,"Thursday"
"0.00","2010-06-24","513470",-1,"1",0,"Thursday"
"0.00","2010-06-24","513471",-1,"1",0,"Thursday"
"0.00","2010-06-24","513472",-1,"1",0,"Thursday"
"0.00","2010-06-24","513473",-1,"1",0,"Thursday"
"0.00","2010-06-24","513474",-1,"1",0,"Thursday"
"0.00","2010-06-24","513475",-1,"1",0,"Thursday"
"0.00","2010-06-24","513476",-1,"1",0,"Thursday"
"300.12","2010-06-24","513487",13208,"43",0,"Thursday"
"12.75","2010-06-24","513490",-1,"1",0,"Thursday"
"551.50","2010-06-25","513491",15240,"34",0,"Friday"
"199.60","2010-06-25","513492",16883,"18",0,"Friday"
"19.95","2010-06-25","513493",16883,"1",0,"Friday"
"998.09","2010-06-25","513494",16992,"66",0,"Friday"
"88.45","2010-06-25","513495",16161,"11",0,"Friday"
"278.20","2010-06-25","513496",14401,"7",0,"Friday"
"0.00","2010-06-25","513497",-1,"1",0,"Friday"
"837.31","2010-06-25","513498",14911,"40",0,"Friday"
"0.00","2010-06-25","513499",-1,"1",0,"Friday"
"463.28","2010-06-25","513509",-1,"15",0,"Friday"
"471.51","2010-06-25","513539",15674,"23",0,"Friday"
"1176.20","2010-06-25","513540",15629,"39",0,"Friday"
"134.94","2010-06-25","513541",12835,"17",0,"Friday"
"310.40","2010-06-25","513542",16779,"15",0,"Friday"
"665.25","2010-06-25","513543",14648,"23",0,"Friday"
"17.70","2010-06-25","513544",14648,"1",0,"Friday"
"307.45","2010-06-25","513545",14326,"22",0,"Friday"
"194.40","2010-06-25","513551",17377,"20",0,"Friday"
"0.00","2010-06-25","513552",-1,"1",0,"Friday"
"321.55","2010-06-25","513553",16841,"23",0,"Friday"
"445.61","2010-06-25","513554",13324,"7",0,"Friday"
"379.07","2010-06-25","513555",13291,"39",0,"Friday"
"341.10","2010-06-25","513556",13999,"15",0,"Friday"
"130.05","2010-06-25","513557",16497,"7",0,"Friday"
"322.11","2010-06-25","513558",17138,"16",0,"Friday"
"141.28","2010-06-25","513559",17804,"32",0,"Friday"
"510.15","2010-06-25","513560",13564,"50",0,"Friday"
"14.85","2010-06-25","513561",13564,"1",0,"Friday"
"14.33","2010-06-25","513562",17965,"2",0,"Friday"
"298.40","2010-06-25","513563",12986,"14",0,"Friday"
"300.13","2010-06-25","513564",17050,"1",0,"Friday"
"72.45","2010-06-25","513565",16422,"1",0,"Friday"
"358.47","2010-06-25","513566",17364,"1",0,"Friday"
"97.84","2010-06-25","513567",14798,"6",0,"Friday"
"684.12","2010-06-25","513568",12921,"22",0,"Friday"
"162.05","2010-06-25","513569",16961,"9",0,"Friday"
"136.35","2010-06-25","513570",18168,"13",0,"Friday"
"0.00","2010-06-25","513571",-1,"1",0,"Friday"
"95.62","2010-06-25","513572",13856,"4",0,"Friday"
"394.80","2010-06-25","513573",15824,"10",0,"Friday"
"4852.70","2010-06-25","513574",-1,"515",0,"Friday"
"333.60","2010-06-25","513575",12928,"12",0,"Friday"
"181.60","2010-06-25","513576",16539,"14",0,"Friday"
"124.40","2010-06-25","513577",13468,"7",0,"Friday"
"67.38","2010-06-25","513578",15779,"4",0,"Friday"
"15.90","2010-06-25","513579",-1,"7",0,"Friday"
"5.00","2010-06-25","513580",-1,"1",0,"Friday"
"199.38","2010-06-25","513581",15660,"13",0,"Friday"
"4.90","2010-06-25","513582",-1,"3",0,"Friday"
"0.00","2010-06-25","513583",-1,"12",0,"Friday"
"148.40","2010-06-27","513584",17243,"9",1,"Sunday"
"323.19","2010-06-27","513585",14538,"9",1,"Sunday"
"34.92","2010-06-27","513586",15580,"9",1,"Sunday"
"863.91","2010-06-27","513589",14970,"20",1,"Sunday"
"39.80","2010-06-27","513591",14970,"1",1,"Sunday"
"116.88","2010-06-27","513592",14275,"3",1,"Sunday"
"620.59","2010-06-27","513593",15569,"6",1,"Sunday"
"291.72","2010-06-27","513594",16782,"89",1,"Sunday"
"991.08","2010-06-27","513596",16258,"23",1,"Sunday"
"387.82","2010-06-27","513597",16858,"13",1,"Sunday"
"145.57","2010-06-27","513598",13542,"18",1,"Sunday"
"61.74","2010-06-27","513599",16777,"14",1,"Sunday"
"290.46","2010-06-27","513600",18214,"3",1,"Sunday"
"253.80","2010-06-27","513601",15260,"12",1,"Sunday"
"321.23","2010-06-27","513602",14058,"19",1,"Sunday"
"128.43","2010-06-27","513604",13861,"10",1,"Sunday"
"304.29","2010-06-27","513605",13230,"73",1,"Sunday"
"634.16","2010-06-27","513606",15144,"11",1,"Sunday"
"1903.16","2010-06-27","513607",13802,"34",1,"Sunday"
"296.12","2010-06-27","513608",15547,"44",1,"Sunday"
